pais,codigo_panini,nombre_jugador,tiene_imagen
Escocia,SCO 24,George Hirst,no tiene imagen
Escocia,SCO 25,Lawrence Shankland,no tiene imagen
Escocia,SCO 26,Ross Stewart,no tiene imagen
Senegal,SEN 1,Edouard Mendy,tiene imagen
Senegal,SEN 2,Mory Diaw,no tiene imagen
Senegal,SEN 3,Yehvann Diouf,tiene imagen
Senegal,SEN 4,Krépin Diatta,tiene imagen
Senegal,SEN 5,Antoine Mendy,no tiene imagen
Senegal,SEN 6,Kalidou Koulibaly,no tiene imagen
Senegal,SEN 7,El Hadji Malick Diouf,no tiene imagen
Senegal,SEN 8,Mamadou Sarr,no tiene imagen
Senegal,SEN 9,Moussa Niakhaté,no tiene imagen
Senegal,SEN 10,Moustapha Mbow,no tiene imagen
Senegal,SEN 11,Abdoulaye Seck,no tiene imagen
Senegal,SEN 12,Ismaïl Jakobs,no tiene imagen
Senegal,SEN 13,Ilay Camara,no tiene imagen
Senegal,SEN 14,Idrissa Gana Gueye,no tiene imagen
Senegal,SEN 15,Pape Gueye,no tiene imagen
Senegal,SEN 16,Lamine Camara,tiene imagen
Senegal,SEN 17,Habib Diarra,no tiene imagen
Senegal,SEN 18,Pathé Ciss,no tiene imagen
Senegal,SEN 19,Pape Matar Sarr,no tiene imagen
Senegal,SEN 20,Bara Sapoko Ndiaye,no tiene imagen
Senegal,SEN 21,Sadio Mané,tiene imagen
Senegal,SEN 22,Ismaïla Sarr,no tiene imagen
Senegal,SEN 23,Iliman Ndiaye,no tiene imagen
Senegal,SEN 24,Assane Diao,no tiene imagen
Senegal,SEN 25,Ibrahim Mbaye,no tiene imagen
Senegal,SEN 26,Nicolas Jackson,no tiene imagen
Senegal,SEN 27,Bamba Dieng,no tiene imagen
Senegal,SEN 28,Cherif Ndiaye,no tiene imagen
Suiza,SUI 1,Marvin Keller,no tiene imagen
Suiza,SUI 2,Gregor Kobel,tiene imagen
Suiza,SUI 3,Yvon Mvogo,tiene imagen
Suiza,SUI 4,Manuel Akanji,tiene imagen
Suiza,SUI 5,Aurèle Amenda,tiene imagen
Suiza,SUI 6,Eray Cömert,no tiene imagen
Suiza,SUI 7,Nico Elvedi,tiene imagen
Suiza,SUI 8,Luca Jaquez,no tiene imagen
Suiza,SUI 9,Miro Muheim,no tiene imagen
Suiza,SUI 10,Ricardo Rodriguez,no tiene imagen
Suiza,SUI 11,Silvan Widmer,no tiene imagen
Suiza,SUI 12,Gran Xhaka,no tiene imagen
Suiza,SUI 13,Denis Zakaria,tiene imagen
Suiza,SUI 14,Michel Aebischer,no tiene imagen
Suiza,SUI 15,Christian Fassnacht,no tiene imagen
Suiza,SUI 16,Remo Freuler,tiene imagen
Suiza,SUI 17,Ardon Jashari,tiene imagen
Suiza,SUI 18,Johan Manzambi,tiene imagen
Suiza,SUI 19,Fabian Rieder,no tiene imagen
Suiza,SUI 20,Djibril Sow,no tiene imagen
Suiza,SUI 21,Zeki Amdouni,no tiene imagen
Suiza,SUI 22,Breel Embolo,tiene imagen
Suiza,SUI 23,Cedric Itten,no tiene imagen
Suiza,SUI 24,Dan Ndoye,no tiene imagen
Suiza,SUI 25,Noah Okafor,no tiene imagen
Suiza,SUI 26,Ruben Vargas,tiene imagen
Suecia,SWE 1,Jacob Zetterström,no tiene imagen
Suecia,SWE 2,Viktor Johansson,tiene imagen
Suecia,SWE 3,Kristoffer Nordfeldt,no tiene imagen
Suecia,SWE 4,Gustav Lagerbielke,no tiene imagen
Suecia,SWE 5,Viktor Lindelöf,no tiene imagen
Suecia,SWE 6,Isak Hien,no tiene imagen
Suecia,SWE 7,Gabriel Gudmundsson,tiene imagen
Suecia,SWE 8,Herman Johansson,no tiene imagen
Suecia,SWE 9,Daniel Svensson,tiene imagen
Suecia,SWE 10,Hjalmar Ekdal,no tiene imagen
Suecia,SWE 11,Carl Starfelt,no tiene imagen
Suecia,SWE 12,Eric Smith,no tiene imagen
Suecia,SWE 13,Elliot Stroud,no tiene imagen
Suecia,SWE 14,Lucas Begvall,no tiene imagen
Suecia,SWE 15,Ken Sema,no tiene imagen
Suecia,SWE 16,Jesper Kalström,no tiene imagen
Suecia,SWE 17,Yasin Ayari,no tiene imagen
Suecia,SWE 18,Mattias Svanberg,tiene imagen
Suecia,SWE 19,Besfort Zeneli,no tiene imagen
Suecia,SWE 20,Alexander Isak,tiene imagen
Suecia,SWE 21,Viktor Gyökeres,tiene imagen
Suecia,SWE 22,Benjamin Nygren,no tiene imagen
Suecia,SWE 23,Anthony Elanga,tiene imagen
Suecia,SWE 24,Alexander Bernhardsson,no tiene imagen
Suecia,SWE 25,Gustaf Nilsson,no tiene imagen
Suecia,SWE 26,Taha Ali,no tiene imagen
Tunez,TUN 1,Aymen Dahmen,no tiene imagen
Tunez,TUN 2,A. Chamakh,no tiene imagen
Tunez,TUN 3,Sabri Ben Hassen,no tiene imagen
Tunez,TUN 4,Van Valery,no tiene imagen
Tunez,TUN 5,Moutaz Neffati,no tiene imagen
Tunez,TUN 6,Dylan Bronn,no tiene imagen
Tunez,TUN 7,Montassar Talbi,no tiene imagen
Tunez,TUN 8,Omar Rekik,no tiene imagen
Tunez,TUN 9,Adem Arous,no tiene imagen
Tunez,TUN 10,Raed Chikhaoui,no tiene imagen
Tunez,TUN 11,Ali Abdi,no tiene imagen
Tunez,TUN 12,M.A Ben Hmida,no tiene imagen
Tunez,TUN 13,Ellyes Skhiri,no tiene imagen
Tunez,TUN 14,M. Hadj Mahmoud,no tiene imagen
Tunez,TUN 15,Rani Khedira,no tiene imagen
Tunez,TUN 16,Anis Ben Slimane,no tiene imagen
Tunez,TUN 17,Mortadha Ben Ouanes,no tiene imagen
Tunez,TUN 18,Ismaël Gharbi,no tiene imagen
Tunez,TUN 19,Hannibal Mejbri,no tiene imagen
Tunez,TUN 20,Khalil Ayari,no tiene imagen
Tunez,TUN 21,Elias Achouri,no tiene imagen
Tunez,TUN 22,Elias Saad,no tiene imagen
Tunez,TUN 23,Firas Chaouat,no tiene imagen
Tunez,TUN 24,Hazem Mastouri,no tiene imagen
Tunez,TUN 25,Rayan Elloumi,no tiene imagen
Tunez,TUN 26,Sebastian Tounekti,no tiene imagen
Turquia,TUR 1,Bayindir,no tiene imagen
Turquia,TUR 2,Cakir,tiene imagen
Turquia,TUR 3,Gunok,no tiene imagen
Turquia,TUR 4,Kadioglu,tiene imagen
Turquia,TUR 5,Demiral,tiene imagen
Turquia,TUR 6,Celik,tiene imagen
Turquia,TUR 7,Ozan Kabak,no tiene imagen
Turquia,TUR 8,Mert Muldur,no tiene imagen
Turquia,TUR 9,Abdulkerim Bardakci,tiene imagen
Turquia,TUR 10,Eren Elmali,no tiene imagen
Turquia,TUR 11,Caglar Soyuncu,tiene imagen
Turquia,TUR 12,Samet Akaydin,no tiene imagen
Turquia,TUR 13,Arda Guler,tiene imagen
Turquia,TUR 14,Can Uzun,tiene imagen
Turquia,TUR 15,Orkun Kokcu,no tiene imagen
Turquia,TUR 16,Hakan Calhanoglu,tiene imagen
Turquia,TUR 17,Ismail Yuksek,no tiene imagen
Turquia,TUR 18,Kaan Ayhan,tiene imagen
Turquia,TUR 19,Salih Ozcan,no tiene imagen
Turquia,TUR 20,Kenan Yildiz,no tiene imagen
Turquia,TUR 21,Baris Yilmaz,tiene imagen
Turquia,TUR 22,Kerem Akturkoglu,tiene imagen
Turquia,TUR 23,Yunus Akgun,tiene imagen
Turquia,TUR 24,Oguz Aydin,no tiene imagen
Turquia,TUR 25,Deniz Gul,no tiene imagen
Turquia,TUR 26,Irfan Can Kahveci,tiene imagen
Uruguay,URU 1,Sergio Rochet,tiene imagen
Uruguay,URU 2,Fernando Muslera,no tiene imagen
Uruguay,URU 3,Santiago Mele,tiene imagen
Uruguay,URU 4,Guillermo Varela,tiene imagen
Uruguay,URU 5,Ronald Araújo,tiene imagen
Uruguay,URU 6,José María Giménez,tiene imagen
Uruguay,URU 7,Santiago Bueno,no tiene imagen
Uruguay,URU 8,Sebastián Cáceres,tiene imagen
Uruguay,URU 9,Mathías Olivera,tiene imagen
Uruguay,URU 10,Joaquín Piquerez,no tiene imagen
Uruguay,URU 11,Matías Viña,no tiene imagen
Uruguay,URU 12,Manuel Ugarte,tiene imagen
Uruguay,URU 13,Emiliano Martínez,no tiene imagen
Uruguay,URU 14,Rodrigo Bentancur,tiene imagen
Uruguay,URU 15,Federico Valverde,tiene imagen
Uruguay,URU 16,Agustín Canobbio,no tiene imagen
Uruguay,URU 17,Juan Manuel Sanabria,no tiene imagen
Uruguay,URU 18,Giorgian De Arrascaeta,tiene imagen
Uruguay,URU 19,Nicolás de la Cruz,no tiene imagen
Uruguay,URU 20,Rodrigo Zalazar,no tiene imagen
Uruguay,URU 21,Facundo Pellistri,tiene imagen
Uruguay,URU 22,Maximiliano Araújo,no tiene imagen
Uruguay,URU 23,Brian Rodríguez,no tiene imagen
Uruguay,URU 24,Rodrigo Aguirre,tiene imagen
Uruguay,URU 25,Federico Viñas,tiene imagen
Uruguay,URU 26,Darwin Núñez,tiene imagen
Estados Unidos,USA 1,Matt Freese,tiene imagen
Estados Unidos,USA 2,Matt Turner,no tiene imagen
Estados Unidos,USA 3,Chris Brady,no tiene imagen
Estados Unidos,USA 4,Max Arfsten,no tiene imagen
Estados Unidos,USA 5,Sergiño Dest,no tiene imagen
Estados Unidos,USA 6,Alex Freeman,tiene imagen
Estados Unidos,USA 7,Mark McKenzie,tiene imagen
Estados Unidos,USA 8,Tim Ream,tiene imagen
Estados Unidos,USA 9,Chris Richards,tiene imagen
Estados Unidos,USA 10,Antonee Robinson,tiene imagen
Estados Unidos,USA 11,Miles Robinson,no tiene imagen
Estados Unidos,USA 12,Joe Scally,no tiene imagen
Estados Unidos,USA 13,Auston Trusty,no tiene imagen
Estados Unidos,USA 14,Tyler Adams,tiene imagen
Estados Unidos,USA 15,Sebastian Berhalter,no tiene imagen
Estados Unidos,USA 16,Weston McKennie,tiene imagen
Estados Unidos,USA 17,Cristian Roldán,tiene imagen
Estados Unidos,USA 18,Brenden Aaronson,tiene imagen
Estados Unidos,USA 19,Christian Pulisic,tiene imagen
Estados Unidos,USA 20,Gio Reyna,no tiene imagen
Estados Unidos,USA 21,Malik Tillman,tiene imagen
Estados Unidos,USA 22,Tim Weah,no tiene imagen
Estados Unidos,USA 23,Alejandro Zendejas,no tiene imagen
Estados Unidos,USA 24,Folarin Balogun,tiene imagen
Estados Unidos,USA 25,Ricardo Pepi,tiene imagen
Estados Unidos,USA 26,Haji Wright,tiene imagen
Uzbekistan,UZB 1,O’tkir Yusupov,no tiene imagen
Uzbekistan,UZB 2,Botirali Ergashev,no tiene imagen
Uzbekistan,UZB 3,Abduvohid Ne’matov,no tiene imagen
Uzbekistan,UZB 4,Abdukodir Khusanov,no tiene imagen
Uzbekistan,UZB 5,Alijonov,no tiene imagen
Uzbekistan,UZB 6,Farrukh Sayfiev,no tiene imagen
Uzbekistan,UZB 7,Rustam Ashurmatov,no tiene imagen
Uzbekistan,UZB 8,Sherzod Nasrullaev,no tiene imagen
Uzbekistan,UZB 9,Umar Eshmurodov,no tiene imagen
Uzbekistan,UZB 10,Avazbek O’Imasaliev,no tiene imagen
Uzbekistan,UZB 11,Jahongir Orozov,no tiene imagen
Uzbekistan,UZB 12,Behruzjon Karimoov,no tiene imagen
Uzbekistan,UZB 13,Abdulla Abdullaev,no tiene imagen
Uzbekistan,UZB 14,Akmal Mozgovoy,no tiene imagen
Uzbekistan,UZB 15,Otabek Shukurov,no tiene imagen
Uzbekistan,UZB 16,Jamshid Iskanderov,no tiene imagen
Uzbekistan,UZB 17,Odil Hamrobekov,no tiene imagen
Uzbekistan,UZB 18,Jaloliddin Masharipov,no tiene imagen
Uzbekistan,UZB 19,Aziz Ganiev,no tiene imagen
Uzbekistan,UZB 20,Sherzod Esanov,no tiene imagen
Uzbekistan,UZB 21,Abbosbek Fayzullaev,no tiene imagen
Uzbekistan,UZB 22,Eldor Shomurodov,no tiene imagen
Uzbekistan,UZB 23,Igor Sergeev,no tiene imagen
Uzbekistan,UZB 24,Azizbek Amonov,no tiene imagen
Uzbekistan,UZB 25,Oston Urunov,no tiene imagen
Uzbekistan,UZB 26,Doston Khamdamov,no tiene imagen
